polymer_MW,LA/GA,mol_MW,mol_logP,mol_TPSA,mol_melting_point,mol_Hacceptors,mol_Hdonors,mol_heteroatoms,drug/polymer,surfactant_concentration,surfactant_HLB,aqueous/organic,pH,solvent_polarity_index,particle_size,EE,LC,reference,small_molecule_name,surfactant_name,solvent
45.0,1.0,298.38,2.84,46.15,87.0,5,0,5,0.133,1.0,18.0,3.0,0,5.1,196.8,78.3,9.2,10.1016/j.ijpharm.2021.120820,artemether,PVA,acetone
45.0,1.0,298.38,2.84,46.15,87.0,5,0,5,0.133,0.5,18.0,3.0,0,5.1,245.5,80.6,9.5,10.1016/j.ijpharm.2021.120820,artemether,PVA,acetone
45.0,1.0,298.38,2.84,46.15,87.0,5,0,5,0.133,0.5,18.0,2.0,0,5.1,129.3,86.9,10.2,10.1016/j.ijpharm.2021.120820,artemether,PVA,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.139,1.0,29.0,2.0,-2,5.1,245.2,92.07,11.34,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.139,1.0,29.0,2.0,-1,5.1,157.7,74.4,9.37,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-2,5.1,232.8,94.6,28.27,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-1,5.1,185.7,87.3,26.67,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.139,2.0,29.0,2.0,-1,5.1,286.0,97.53,11.93,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.139,2.0,29.0,2.0,-1,5.1,210.3,80.05,10.01,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-2,5.1,277.6,93.55,28.05,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-1,5.1,266.8,89.39,27.14,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,1.5,29.0,2.0,0,5.1,205.4,85.42,19.18,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,1.5,29.0,2.0,-2,5.1,247.9,94.16,20.73,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.511,1.5,29.0,2.0,-1,5.1,229.9,88.65,31.18,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.044,1.5,29.0,2.0,-1,5.1,223.7,89.62,3.83,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,2.34,29.0,2.0,-1,5.1,221.6,85.37,19.17,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,0.66,29.0,2.0,-1,5.1,185.1,84.74,19.05,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,1.5,29.0,2.0,-1,5.1,202.5,81.33,18.43,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.278,1.5,29.0,2.0,-1,5.1,204.0,80.68,18.31,10.1002/jps.20685,flurbiprofen,poloxamer188,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.02,1.0,18.0,2.0,0,5.1,181.4,4.91,0.17,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.06,1.0,18.0,2.0,0,5.1,184.9,7.03,0.89,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.1,1.0,18.0,2.0,0,5.1,185.8,8.46,1.65,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.16,1.0,18.0,2.0,0,5.1,187.6,8.57,2.83,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.2,1.0,18.0,2.0,0,5.1,186.2,8.64,3.28,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.24,1.0,18.0,2.0,0,5.1,188.4,8.64,4.4,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
15.3,1.0,130.08,-0.8,65.72,282.0,2,2,5,0.3,1.0,18.0,2.0,0,5.1,190.7,8.52,5.43,10.1016/j.ijpharm.2016.11.012,5-fluorouracil,PVA,acetone
12.0,1.0,182.22,2.88,13.14,52.0,1,0,1,0.04,1.0,20.5,7.5,0,5.1,214.5,68.0,2.7,10.1111/1440-1681.13433,atractylodin,poloxamer407,acetone
45.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.0,20.5,5.0,0,5.1,184.6,84.87,10.21,10.1007/s13346-019-00622-5,lamotrigine,poloxamer407,acetone
95.5,3.0,260.38,2.85,32.34,242.0,2,1,3,0.04,0.8,18.0,3.0,0,5.1,92.2,5.4,0.22,10.1016/j.ijpharm.2020.119776,ropinirole,PVA,acetone
12.0,1.0,239.32,1.31,72.72,151.0,4,4,4,0.053,0.0,0.0,5.0,0,5.1,127.0,25.2,1.3,10.1089/jamp.2009.0759,salbutamol,none,acetone
10.0,1.0,588.56,1.34,160.83,243.5,13,3,13,0.1,1.0,29.0,2.5,0,5.1,91.8,57.64,1.04,10.1080/10717540802174662,etoposide,poloxamer188,acetone
10.0,1.0,588.56,1.34,160.83,243.5,13,3,13,0.1,1.0,29.0,2.5,0,5.1,103.7,66.11,1.14,10.1080/10717540802174662,etoposide,poloxamer188,acetone
10.0,1.0,588.56,1.34,160.83,243.5,13,3,13,0.1,1.0,29.0,2.5,0,5.1,105.1,78.99,1.45,10.1080/10717540802174662,etoposide,poloxamer188,acetone
45.0,1.0,557.61,0.83,180.97,100.5,14,2,16,0.1,0.5,29.0,3.33,0,5.1,209.53,39.49,3.8,10.1016/j.jddst.2020.102145,cefpodoxime-proxetil,poloxamer188,acetone
45.0,1.0,557.61,0.83,180.97,100.5,14,2,16,0.05,0.5,29.0,3.33,0,5.1,189.4,30.68,1.51,10.1016/j.jddst.2020.102145,cefpodoxime-proxetil,poloxamer188,acetone
93.0,1.86,254.29,3.11,54.37,94.0,2,1,3,0.5,1.0,29.0,10.0,0,5.1,216.0,13.21,6.2,10.1016/j.colsurfb.2019.01.012,ketoprofen ,poloxamer188,acetone
93.0,1.86,430.72,8.84,29.46,94.0,2,1,2,0.5,1.0,29.0,10.0,0,5.1,253.0,88.25,30.62,10.1016/j.colsurfb.2019.01.012,dl-α-tocopherol,poloxamer188,acetone
69.9,3.0,254.29,3.11,54.37,94.0,2,1,3,0.5,1.0,29.0,10.0,0,5.1,207.0,7.91,3.8,10.1016/j.colsurfb.2019.01.012,ketoprofen ,poloxamer188,acetone
69.9,3.0,430.72,8.84,29.46,94.0,2,1,2,0.5,1.0,29.0,10.0,0,5.1,257.0,90.28,31.1,10.1016/j.colsurfb.2019.01.012,dl-α-tocopherol,poloxamer188,acetone
12.0,1.0,316.35,3.6,57.15,116.5,5,1,5,0.02,0.0,0.0,2.5,0,5.1,117.0,31.0,0.61,10.1088/2053-1591/ab63f5,combretastatin-A4,none,acetone
12.0,1.0,316.35,3.6,57.15,116.5,5,1,5,0.01,0.0,0.0,2.5,0,5.1,198.0,32.0,0.41,10.1088/2053-1591/ab63f5,combretastatin-A4,none,acetone
46.0,1.0,152.15,1.18,46.53,131.0,3,1,3,0.5,0.1,20.5,10.0,0,4.0,178.0,0.3,0.2,10.1016/j.jddst.2019.01.010,methyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
46.0,1.0,166.18,1.57,46.53,116.0,3,1,3,0.5,0.1,20.5,10.0,0,4.0,191.0,1.3,0.8,10.1016/j.jddst.2019.01.010,ethyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
46.0,1.0,180.2,1.96,46.53,96.5,3,1,3,0.5,0.1,20.5,10.0,0,4.0,184.0,2.2,1.3,10.1016/j.jddst.2019.01.010,propyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
46.0,1.0,194.23,2.35,46.53,68.5,3,1,3,0.5,0.1,20.5,10.0,0,4.0,186.0,4.9,3.1,10.1016/j.jddst.2019.01.010,butyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
46.0,1.0,236.31,3.52,46.53,49.8,3,1,3,0.5,0.1,20.5,10.0,0,4.0,201.0,7.4,6.6,10.1016/j.jddst.2019.01.010,heptyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
46.0,1.0,250.34,3.91,46.53,50.0,3,1,3,0.5,0.1,20.5,10.0,0,4.0,176.0,12.3,8.9,10.1016/j.jddst.2019.01.010,octyl-4-hydroxybenzoate,poloxamer407,tetrahydrofuran
18.0,1.0,414.63,5.71,38.69,205.5,3,1,3,0.5,0.5,29.0,10.0,0,5.8,272.6,58.48,4.54,10.1016/j.jddst.2022.103743,diosgenin,poloxamer188,acetonitrile
18.0,1.0,414.63,5.71,38.69,205.5,3,1,3,0.333,0.5,29.0,10.0,0,5.8,147.98,78.68,8.38,10.1016/j.jddst.2022.103743,diosgenin,poloxamer188,acetonitrile
18.0,1.0,414.63,5.71,38.69,205.5,3,1,3,0.25,0.5,29.0,10.0,0,5.8,346.6,72.8,7.07,10.1016/j.jddst.2022.103743,diosgenin,poloxamer188,acetonitrile
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.231,0.85,15.0,2.0,0,5.1,205.2,80.37,15.65,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,0.85,15.0,2.0,0,5.1,245.8,80.14,12.39,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.105,1.0,15.0,2.0,0,5.1,174.3,70.62,6.92,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,0.85,15.0,2.0,0,5.1,173.3,89.67,13.66,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.211,0.7,15.0,2.0,0,5.1,162.0,93.28,16.41,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.211,0.7,15.0,2.0,0,5.1,154.3,87.22,15.51,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,1.15,15.0,2.0,0,5.1,145.3,77.0,11.96,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.267,0.7,15.0,2.0,0,5.1,155.0,91.64,19.64,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,0.85,15.0,2.0,0,5.1,112.9,87.46,13.37,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.143,0.85,15.0,2.0,0,5.1,159.7,85.04,10.83,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.105,0.7,15.0,2.0,0,5.1,155.3,84.04,8.13,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.267,1.0,15.0,2.0,0,5.1,157.2,88.64,19.12,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.211,1.0,15.0,2.0,0,5.1,156.5,79.94,14.41,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.211,1.0,15.0,2.0,0,5.1,140.1,96.82,16.93,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,0.55,15.0,2.0,0,5.1,146.4,88.21,13.47,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.133,0.7,15.0,2.0,0,5.1,140.0,78.27,9.45,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.105,0.7,15.0,2.0,0,5.1,158.6,67.76,6.66,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.133,1.0,15.0,2.0,0,5.1,138.4,64.78,7.95,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.105,1.0,15.0,2.0,0,5.1,137.7,82.05,7.95,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.059,0.85,15.0,2.0,0,5.1,148.7,15.91,0.93,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.267,1.0,15.0,2.0,0,5.1,142.6,81.65,17.88,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.267,0.7,15.0,2.0,0,5.1,147.1,89.7,19.3,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.133,1.0,15.0,2.0,0,5.1,147.6,71.49,8.7,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.294,0.85,15.0,2.0,0,5.1,150.6,92.81,21.44,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.133,0.7,15.0,2.0,0,5.1,151.1,69.22,8.45,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
31.0,1.0,466.98,4.1,80.67,196.0,5,1,7,0.176,0.85,15.0,2.0,0,5.1,146.5,83.24,12.81,10.1111/iej.14072,clobetasol_propionate,polysorbate80,acetone
40.0,1.0,914.19,6.18,195.43,184.0,13,3,14,0.1,2.0,16.7,10.0,0,5.1,151.65,74.25,6.91,10.3109/10717544.2015.1039667,rapamycin,polysorbate20,acetone
40.0,1.0,285.34,3.0,38.77,131.5,3,0,4,0.1,2.0,16.7,10.0,0,5.1,137.06,91.1,8.35,10.3109/10717544.2015.1039667,piperine,polysorbate20,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,0.5,18.0,4.0,0,5.1,142.7,64.14,11.37,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,0.5,18.0,3.03,0,5.1,128.6,60.1,10.73,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,0.5,18.0,2.0,0,5.1,114.3,58.59,10.49,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,0.5,18.0,4.0,0,5.1,156.6,74.38,8.82,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,0.5,18.0,3.03,0,5.1,146.7,72.74,8.64,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,0.5,18.0,2.0,0,5.1,129.5,69.13,8.25,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,0.5,18.0,4.0,0,5.1,170.7,83.36,7.69,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,0.5,18.0,3.03,0,5.1,154.4,81.78,7.56,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,0.5,18.0,2.0,0,5.1,143.0,79.17,7.34,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.0,18.0,4.0,0,5.1,136.3,61.67,10.98,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.0,18.0,3.03,0,5.1,122.3,57.93,10.38,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.0,18.0,2.0,0,5.1,109.1,56.21,10.11,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.0,18.0,4.0,0,5.1,148.6,73.59,8.73,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.0,18.0,3.03,0,5.1,137.2,70.38,8.38,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.0,18.0,2.0,0,5.1,122.7,68.65,8.19,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.0,18.0,4.0,0,5.1,161.5,81.78,7.56,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.0,18.0,3.03,0,5.1,149.7,80.59,7.46,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.0,18.0,2.0,0,5.1,133.9,78.28,7.26,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.5,18.0,4.0,0,5.1,129.5,57.9,10.38,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.5,18.0,3.03,0,5.1,113.4,54.66,9.85,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.2,1.5,18.0,2.0,0,5.1,101.0,52.39,9.48,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.5,18.0,4.0,0,5.1,142.6,70.24,8.37,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.5,18.0,3.03,0,5.1,132.9,66.84,7.99,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.13,1.5,18.0,2.0,0,5.1,115.7,65.25,7.82,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.5,18.0,4.0,0,5.1,154.5,78.8,7.3,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.5,18.0,3.03,0,5.1,141.6,75.99,7.06,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,256.1,2.01,90.71,217.0,5,2,7,0.1,1.5,18.0,2.0,0,5.1,125.5,73.26,6.83,10.1208/s12249-014-0235-3,lamotrigine,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18.0,4.0,0,5.1,154.8,60.28,10.76,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18.0,3.0,0,5.1,139.5,56.49,10.15,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18.0,2.0,0,5.1,124.1,55.06,9.92,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18.0,4.0,0,5.1,169.9,69.91,8.53,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18.0,3.0,0,5.1,159.1,68.36,8.35,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18.0,2.0,0,5.1,140.5,64.97,7.97,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18.0,4.0,0,5.1,185.3,78.35,7.27,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18.0,3.0,0,5.1,167.6,76.86,7.14,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18.0,2.0,0,5.1,155.1,74.4,6.92,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.0,18.0,4.0,0,5.1,143.6,57.96,10.39,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.0,18.0,3.0,0,5.1,128.9,54.45,9.82,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.0,18.0,2.0,0,5.1,114.9,52.83,9.56,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.0,18.0,4.0,0,5.1,156.6,69.16,8.44,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.0,18.0,3.0,0,5.1,144.5,66.15,8.11,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.0,18.0,2.0,0,5.1,129.2,64.52,7.92,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.0,18.0,4.0,0,5.1,170.1,77.9,7.23,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.0,18.0,3.0,0,5.1,157.7,75.74,7.04,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.0,18.0,2.0,0,5.1,141.1,73.57,6.85,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18.0,4.0,0,5.1,139.2,54.42,9.82,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18.0,3.0,0,5.1,121.9,51.37,9.32,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18.0,2.0,0,5.1,108.6,49.23,8.96,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18.0,4.0,0,5.1,153.2,66.01,8.09,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18.0,3.0,0,5.1,142.8,62.82,7.73,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18.0,2.0,0,5.1,124.3,61.32,7.56,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18.0,4.0,0,5.1,166.0,74.05,6.89,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18.0,3.0,0,5.1,152.1,71.42,6.67,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18.0,2.0,0,5.1,134.9,68.85,6.44,10.3109/03639045.2012.684390,tramadol,PVA,acetone
12.0,1.0,319.86,0.87,19.37,105.0,3,0,5,0.025,0.0,0.0,3.33,0,5.1,220.0,3.12,0.52,10.1039/c5ra27386b,methylene-blue,none,acetone
62.5,1.0,196.21,2.95,30.21,174.0,2,0,2,0.01,0.25,29.0,1.0,0,5.1,164.0,33.0,0.31,10.1016/j.ejpb.2004.09.002,xanthone,poloxamer188,acetone
62.5,1.0,166.14,-1.05,83.54,300.0,4,2,6,0.01,0.25,29.0,1.0,0,5.1,164.0,41.5,0.39,10.1016/j.ejpb.2004.09.002,3-methoxyxanthone,poloxamer188,acetone
31.0,1.0,206.29,3.07,37.3,54.0,1,1,2,0.056,0.5,18.0,2.0,-2,5.1,234.1,93.4,4.93,10.3390/nano10040720,dexibuprofen,PVA,acetone
31.0,1.0,206.29,3.07,37.3,54.0,1,1,2,0.056,0.3,15.0,2.0,-2,5.1,146.0,87.5,4.64,10.3390/nano10040720,dexibuprofen,polysorbate80,acetone
31.0,1.0,206.29,3.07,37.3,54.0,1,1,2,0.056,1.0,29.0,2.0,-2,5.1,159.5,85.1,4.51,10.3390/nano10040720,dexibuprofen,poloxamer188,acetone
62.5,1.0,137.14,-0.31,68.01,171.4,3,2,4,0.706,0.1,20.5,4.0,0,5.1,185.0,10.0,0.5,10.1080/01932691.2011.616128,isoniazid,poloxamer407,acetone
18.7,1.0,602.81,8.91,111.9,132.0,6,3,6,0.05,0.03,13.0,2.0,0,5.1,90.21,53.43,2.6,10.1038/s41598-017-00696-6,garcinol,TPGS,acetone
18.7,1.0,602.81,8.91,111.9,132.0,6,3,6,0.1,0.03,13.0,2.0,0,5.1,88.05,88.32,8.12,10.1038/s41598-017-00696-6,garcinol,TPGS,acetone
18.7,1.0,602.81,8.91,111.9,132.0,6,3,6,0.15,0.03,13.0,2.0,0,5.1,95.45,60.61,8.33,10.1038/s41598-017-00696-6,garcinol,TPGS,acetone
10.0,1.0,668.6,3.11,197.24,118.0,15,0,15,0.389,1.0,15.0,4.0,0,5.1,145.0,90.51,17.07,10.1111/jphp.12481,acetylpuerarin,polysorbate80,acetone
